hexsha,patch,summary,author
5284024b4dac,https://github.com/torvalds/linux/commit/5284024b4dac,mtd: rawnand: plat_nand: Fix the probe error path,Miquel Raynal
1523508d6321,https://github.com/torvalds/linux/commit/1523508d6321,drivers/pcmcia: add missing pci_dev_get,Julia Lawall
5d5e100a2034,https://github.com/torvalds/linux/commit/5d5e100a2034,drm/i915/selftests: Fix i915_address_space refcnt leak,Xiyu Yang
76975f8a3186,https://github.com/torvalds/linux/commit/76975f8a3186,[X25]: Add missing x25_neigh_put,Julia Lawall
866c0f25d2dc,https://github.com/torvalds/linux/commit/866c0f25d2dc,spi/mpc52xx: Fix error handling in probe function,Guenter Roeck
48a7c3df14d0,https://github.com/torvalds/linux/commit/48a7c3df14d0,ath9k_hw: Fix memory leak on ath9k_hw_rf_alloc_ext_banks failure,Rajkumar Manoharan
625fcaf97340,https://github.com/torvalds/linux/commit/625fcaf97340,drivers/video: add missing pci_dev_get,Julia Lawall
a34a0a632dd9,https://github.com/torvalds/linux/commit/a34a0a632dd9,drm: fix drm_dp_mst_port refcount leaks in drm_dp_mst_allocate_vcpi,Xin Xiong
f35691062a13,https://github.com/torvalds/linux/commit/f35691062a13,drivers/video/gbefb.c: eliminate memory leak,Julia Lawall
3c62602434c1,https://github.com/torvalds/linux/commit/3c62602434c1,HID: i2c-hid: fix memory leak during probe,Jiri Kosina
9c23aa51477a,https://github.com/torvalds/linux/commit/9c23aa51477a,r8152: Fix potential PM refcount imbalance,Takashi Iwai
90a239ee25fa,https://github.com/torvalds/linux/commit/90a239ee25fa,RDMA/rvt: Fix potential memory leak caused by rvt_alloc_rq,Aditya Pakki
e2eae09939a8,https://github.com/torvalds/linux/commit/e2eae09939a8,iommu/qcom: add missing put_device() call in qcom_iommu_of_xlate(),Yu Kuai
86e1d5adcef9,https://github.com/torvalds/linux/commit/86e1d5adcef9,net: ethernet: ti: cpsw: fix mdio device reference leak,Johan Hovold
946ef2a24523,https://github.com/torvalds/linux/commit/946ef2a24523,perf script: Add missing closedir() calls,Namhyung Kim
